meter_name,monthly_consumption,month,date
AN ĐÀ,0.0,2025-05,2025-05-31T00:00:00
AN ĐÀ,0.0,2025-06,2025-06-30T00:00:00
AN ĐÀ,0.0,2025-07,2025-07-31T00:00:00
AN ĐÀ,0.0,2025-08,2025-08-31T00:00:00
AN DƯƠNG 1,6972.2,2025-01,2025-01-31T00:00:00
AN DƯƠNG 1,5804.1,2025-02,2025-02-28T00:00:00
AN DƯƠNG 1,6588.8,2025-03,2025-03-31T00:00:00
AN DƯƠNG 1,6736.2,2025-04,2025-04-30T00:00:00
AN DƯƠNG 1,7208.5,2025-05,2025-05-31T00:00:00
AN DƯƠNG 1,7226.7,2025-06,2025-06-30T00:00:00
AN DƯƠNG 1,7406.4,2025-07,2025-07-31T00:00:00
AN DƯƠNG 1,7291.3,2025-08,2025-08-31T00:00:00
AN DƯƠNG 2,-69066.3,2025-01,2025-01-31T00:00:00
AN DƯƠNG 2,4287.6,2025-02,2025-02-28T00:00:00
AN DƯƠNG 2,4731.5,2025-03,2025-03-31T00:00:00
AN DƯƠNG 2,4815.6,2025-04,2025-04-30T00:00:00
AN DƯƠNG 2,5121.5,2025-05,2025-05-31T00:00:00
AN DƯƠNG 2,5130.2,2025-06,2025-06-30T00:00:00
AN DƯƠNG 2,5708.9,2025-07,2025-07-31T00:00:00
AN DƯƠNG 2,5001.3,2025-08,2025-08-31T00:00:00
AN DƯƠNG 3,2388.7,2025-01,2025-01-31T00:00:00
AN DƯƠNG 3,2210.0,2025-02,2025-02-28T00:00:00
AN DƯƠNG 3,2426.9,2025-03,2025-03-31T00:00:00
AN DƯƠNG 3,2528.2,2025-04,2025-04-30T00:00:00
AN DƯƠNG 3,2501.7,2025-05,2025-05-31T00:00:00
AN DƯƠNG 3,2085.8,2025-06,2025-06-30T00:00:00
AN DƯƠNG 3,2250.1,2025-07,2025-07-31T00:00:00
AN DƯƠNG 3,2264.8,2025-08,2025-08-31T00:00:00
AN DƯƠNG 4,2894.9,2025-01,2025-01-31T00:00:00
AN DƯƠNG 4,2450.1,2025-02,2025-02-28T00:00:00
AN DƯƠNG 4,2862.6,2025-03,2025-03-31T00:00:00
AN DƯƠNG 4,2863.6,2025-04,2025-04-30T00:00:00
AN DƯƠNG 4,2927.4,2025-05,2025-05-31T00:00:00
AN DƯƠNG 4,2851.5,2025-06,2025-06-30T00:00:00
AN DƯƠNG 4,2853.5,2025-07,2025-07-31T00:00:00
AN DƯƠNG 4,2783.1,2025-08,2025-08-31T00:00:00
AN DƯƠNG 5,3933.6,2025-01,2025-01-31T00:00:00
AN DƯƠNG 5,1524.2,2025-02,2025-02-28T00:00:00
AN DƯƠNG 5,3242.7,2025-03,2025-03-31T00:00:00
AN DƯƠNG 5,3751.6,2025-04,2025-04-30T00:00:00
AN DƯƠNG 5,4298.0,2025-05,2025-05-31T00:00:00
AN DƯƠNG 5,4084.1,2025-06,2025-06-30T00:00:00
AN DƯƠNG 5,4561.8,2025-07,2025-07-31T00:00:00
AN DƯƠNG 5,4912.5,2025-08,2025-08-31T00:00:00
AN DƯƠNG 6,13524.0,2025-01,2025-01-31T00:00:00
AN DƯƠNG 6,11595.5,2025-02,2025-02-28T00:00:00
AN DƯƠNG 6,13147.6,2025-03,2025-03-31T00:00:00
AN DƯƠNG 6,13134.4,2025-04,2025-04-30T00:00:00
AN DƯƠNG 6,13860.2,2025-05,2025-05-31T00:00:00
AN DƯƠNG 6,13244.3,2025-06,2025-06-30T00:00:00
AN DƯƠNG 6,13844.6,2025-07,2025-07-31T00:00:00
AN DƯƠNG 6,14052.0,2025-08,2025-08-31T00:00:00
AN DƯƠNG 7,11725.4,2025-01,2025-01-31T00:00:00
AN DƯƠNG 7,9561.2,2025-02,2025-02-28T00:00:00
AN DƯƠNG 7,10906.1,2025-03,2025-03-31T00:00:00
AN DƯƠNG 7,10991.0,2025-04,2025-04-30T00:00:00
AN DƯƠNG 7,11621.3,2025-05,2025-05-31T00:00:00
AN DƯƠNG 7,11476.7,2025-06,2025-06-30T00:00:00
AN DƯƠNG 7,12007.8,2025-07,2025-07-31T00:00:00
AN DƯƠNG 7,12059.4,2025-08,2025-08-31T00:00:00
AN DƯƠNG 8-9,7124.3,2025-01,2025-01-31T00:00:00
AN DƯƠNG 8-9,5878.1,2025-02,2025-02-28T00:00:00
AN DƯƠNG 8-9,6725.0,2025-03,2025-03-31T00:00:00
AN DƯƠNG 8-9,6766.4,2025-04,2025-04-30T00:00:00
AN DƯƠNG 8-9,7196.3,2025-05,2025-05-31T00:00:00
AN DƯƠNG 8-9,7138.2,2025-06,2025-06-30T00:00:00
AN DƯƠNG 8-9,7487.5,2025-07,2025-07-31T00:00:00
AN DƯƠNG 8-9,7627.3,2025-08,2025-08-31T00:00:00
BÌNH HẢI 1,3690.7,2025-01,2025-01-31T00:00:00
BÌNH HẢI 1,3126.7,2025-02,2025-02-28T00:00:00
BÌNH HẢI 1,3678.9,2025-03,2025-03-31T00:00:00
BÌNH HẢI 1,3761.6,2025-04,2025-04-30T00:00:00
BÌNH HẢI 1,4129.7,2025-05,2025-05-31T00:00:00
BÌNH HẢI 1,4011.1,2025-06,2025-06-30T00:00:00
BÌNH HẢI 1,4092.4,2025-07,2025-07-31T00:00:00
BÌNH HẢI 1,3221.1,2025-08,2025-08-31T00:00:00
Bình Hải 3,6890.6,2025-01,2025-01-31T00:00:00
Bình Hải 3,6341.2,2025-02,2025-02-28T00:00:00
Bình Hải 3,8514.7,2025-03,2025-03-31T00:00:00
Bình Hải 3,6823.9,2025-04,2025-04-30T00:00:00
Bình Hải 3,7185.7,2025-05,2025-05-31T00:00:00
Bình Hải 3,5235.0,2025-06,2025-06-30T00:00:00
Bình Hải 3,6815.3,2025-07,2025-07-31T00:00:00
Bình Hải 3,7461.5,2025-08,2025-08-31T00:00:00
Bình Hải 4,4963.4,2025-01,2025-01-31T00:00:00
Bình Hải 4,4251.5,2025-02,2025-02-28T00:00:00
Bình Hải 4,4827.3,2025-03,2025-03-31T00:00:00
Bình Hải 4,4849.5,2025-04,2025-04-30T00:00:00
Bình Hải 4,4960.6,2025-05,2025-05-31T00:00:00
Bình Hải 4,4874.9,2025-06,2025-06-30T00:00:00
Bình Hải 4,5152.5,2025-07,2025-07-31T00:00:00
Bình Hải 4,5028.8,2025-08,2025-08-31T00:00:00
Bình Hải 5,6875.6,2025-01,2025-01-31T00:00:00
Bình Hải 5,5997.8,2025-02,2025-02-28T00:00:00
Bình Hải 5,7315.8,2025-03,2025-03-31T00:00:00
Bình Hải 5,6567.6,2025-04,2025-04-30T00:00:00
Bình Hải 5,7034.0,2025-05,2025-05-31T00:00:00
Bình Hải 5,7062.8,2025-06,2025-06-30T00:00:00
Bình Hải 5,7297.6,2025-07,2025-07-31T00:00:00
Bình Hải 5,6901.7,2025-08,2025-08-31T00:00:00
Bình Hải 6,5338.2,2025-01,2025-01-31T00:00:00
Bình Hải 6,4570.0,2025-02,2025-02-28T00:00:00
Bình Hải 6,5600.8,2025-03,2025-03-31T00:00:00
Bình Hải 6,5438.3,2025-04,2025-04-30T00:00:00
Bình Hải 6,5852.3,2025-05,2025-05-31T00:00:00
Bình Hải 6,5356.2,2025-06,2025-06-30T00:00:00
Bình Hải 6,5438.2,2025-07,2025-07-31T00:00:00
Bình Hải 6,4398.3,2025-08,2025-08-31T00:00:00
Bình Hải 7,1902.3,2025-01,2025-01-31T00:00:00
Bình Hải 7,3091.6,2025-02,2025-02-28T00:00:00
Bình Hải 7,6338.9,2025-03,2025-03-31T00:00:00
Bình Hải 7,2416.6,2025-04,2025-04-30T00:00:00
Bình Hải 7,2665.0,2025-05,2025-05-31T00:00:00
Bình Hải 7,2449.4,2025-06,2025-06-30T00:00:00
Bình Hải 7,2041.4,2025-07,2025-07-31T00:00:00
Bình Hải 7,2286.6,2025-08,2025-08-31T00:00:00
Cát Dài 1,24097.2,2025-01,2025-01-31T00:00:00
Cát Dài 1,20545.6,2025-02,2025-02-28T00:00:00
Cát Dài 1,22242.1,2025-03,2025-03-31T00:00:00
Cát Dài 1,22412.5,2025-04,2025-04-30T00:00:00
Cát Dài 1,12639.0,2025-05,2025-05-31T00:00:00
Cát Dài 1,0.0,2025-06,2025-06-30T00:00:00
Cát Dài 1,0.0,2025-07,2025-07-31T00:00:00
Cát Dài 1,0.0,2025-08,2025-08-31T00:00:00
CÁT DÀI 3,6551.1,2025-01,2025-01-31T00:00:00
CÁT DÀI 3,5210.6,2025-02,2025-02-28T00:00:00
CÁT DÀI 3,6006.8,2025-03,2025-03-31T00:00:00
CÁT DÀI 3,5670.6,2025-04,2025-04-30T00:00:00
CÁT DÀI 3,5962.8,2025-05,2025-05-31T00:00:00
CÁT DÀI 3,5794.6,2025-06,2025-06-30T00:00:00
CÁT DÀI 3,5616.2,2025-07,2025-07-31T00:00:00
CÁT DÀI 3,6208.2,2025-08,2025-08-31T00:00:00
Cát Dài 4,3997.1,2025-01,2025-01-31T00:00:00
Cát Dài 4,3236.5,2025-02,2025-02-28T00:00:00
Cát Dài 4,3647.8,2025-03,2025-03-31T00:00:00
Cát Dài 4,3655.9,2025-04,2025-04-30T00:00:00
Cát Dài 4,3893.1,2025-05,2025-05-31T00:00:00
Cát Dài 4,3929.4,2025-06,2025-06-30T00:00:00
Cát Dài 4,4014.8,2025-07,2025-07-31T00:00:00
Cát Dài 4,3935.5,2025-08,2025-08-31T00:00:00
Cát Dài 5,6705.6,2025-01,2025-01-31T00:00:00
Cát Dài 5,5549.8,2025-02,2025-02-28T00:00:00
Cát Dài 5,6411.2,2025-03,2025-03-31T00:00:00
Cát Dài 5,6635.9,2025-04,2025-04-30T00:00:00
Cát Dài 5,6966.6,2025-05,2025-05-31T00:00:00
Cát Dài 5,6820.1,2025-06,2025-06-30T00:00:00
Cát Dài 5,7225.0,2025-07,2025-07-31T00:00:00
Cát Dài 5,7252.0,2025-08,2025-08-31T00:00:00
Cát Dài 6,1699.8,2025-01,2025-01-31T00:00:00
Cát Dài 6,1484.1,2025-02,2025-02-28T00:00:00
Cát Dài 6,1775.0,2025-03,2025-03-31T00:00:00
Cát Dài 6,1918.0,2025-04,2025-04-30T00:00:00
Cát Dài 6,1841.5,2025-05,2025-05-31T00:00:00
Cát Dài 6,1770.9,2025-06,2025-06-30T00:00:00
Cát Dài 6,1849.1,2025-07,2025-07-31T00:00:00
Cát Dài 6,2158.6,2025-08,2025-08-31T00:00:00
Cát Dài 8,4595.6,2025-01,2025-01-31T00:00:00
Cát Dài 8,3924.5,2025-02,2025-02-28T00:00:00
Cát Dài 8,4500.1,2025-03,2025-03-31T00:00:00
Cát Dài 8,4601.4,2025-04,2025-04-30T00:00:00
Cát Dài 8,4856.2,2025-05,2025-05-31T00:00:00
Cát Dài 8,4559.8,2025-06,2025-06-30T00:00:00
Cát Dài 8,4406.4,2025-07,2025-07-31T00:00:00
Cát Dài 8,4647.2,2025-08,2025-08-31T00:00:00
Cát Dài 9,6258.7,2025-01,2025-01-31T00:00:00
Cát Dài 9,5154.9,2025-02,2025-02-28T00:00:00
Cát Dài 9,5973.4,2025-03,2025-03-31T00:00:00
Cát Dài 9,6308.7,2025-04,2025-04-30T00:00:00
Cát Dài 9,6710.2,2025-05,2025-05-31T00:00:00
Cát Dài 9,6292.1,2025-06,2025-06-30T00:00:00
Cát Dài 9,6055.6,2025-07,2025-07-31T00:00:00
Cát Dài 9,6564.2,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 1,0.0,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 1,0.0,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 1,0.0,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 1,0.0,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 1,0.0,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 1,0.0,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 1,0.0,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 1,0.0,2025-08,2025-08-31T00:00:00
Cầu Đất 10,7909.5,2025-01,2025-01-31T00:00:00
Cầu Đất 10,6501.5,2025-02,2025-02-28T00:00:00
Cầu Đất 10,6725.1,2025-03,2025-03-31T00:00:00
Cầu Đất 10,5489.4,2025-04,2025-04-30T00:00:00
Cầu Đất 10,8893.2,2025-05,2025-05-31T00:00:00
Cầu Đất 10,6936.3,2025-06,2025-06-30T00:00:00
Cầu Đất 10,6577.9,2025-07,2025-07-31T00:00:00
Cầu Đất 10,7511.0,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 11,0.0,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 11,0.0,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 11,0.0,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 11,0.0,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 11,0.0,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 11,0.0,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 11,0.0,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 11,0.0,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 12,6237.9,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 12,5043.1,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 12,5859.9,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 12,6096.4,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 12,6167.7,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 12,6113.1,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 12,-243551.4,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 12,255328.2,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 13,6696.9,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 13,5351.9,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 13,5844.6,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 13,6055.3,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 13,6552.2,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 13,6473.4,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 13,6539.0,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 13,6906.7,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 14,10672.8,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 14,8655.1,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 14,9638.4,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 14,9843.1,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 14,10786.4,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 14,10209.2,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 14,10042.8,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 14,10467.5,2025-08,2025-08-31T00:00:00
Cầu Đất 2,0.0,2025-01,2025-01-31T00:00:00
Cầu Đất 2,0.0,2025-02,2025-02-28T00:00:00
Cầu Đất 2,0.0,2025-03,2025-03-31T00:00:00
Cầu Đất 2,0.0,2025-04,2025-04-30T00:00:00
Cầu Đất 2,0.0,2025-05,2025-05-31T00:00:00
Cầu Đất 2,0.0,2025-06,2025-06-30T00:00:00
Cầu Đất 2,0.0,2025-07,2025-07-31T00:00:00
Cầu Đất 2,0.0,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 3,0.0,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 3,0.0,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 3,0.0,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 3,0.0,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 3,0.0,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 3,0.0,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 3,0.0,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 3,0.0,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 4,18356.6,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 4,16952.6,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 4,13638.4,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 4,0.0,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 4,0.0,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 4,0.0,2025-06,2025-06-30T00:00:00
CẦU ĐẤT 4,0.0,2025-07,2025-07-31T00:00:00
CẦU ĐẤT 4,-1732914.6,2025-08,2025-08-31T00:00:00
CẦU ĐẤT 5,9732.3,2025-01,2025-01-31T00:00:00
CẦU ĐẤT 5,9202.0,2025-02,2025-02-28T00:00:00
CẦU ĐẤT 5,7430.5,2025-03,2025-03-31T00:00:00
CẦU ĐẤT 5,0.0,2025-04,2025-04-30T00:00:00
CẦU ĐẤT 5,0.0,2025-05,2025-05-31T00:00:00
CẦU ĐẤT 5,0.0,2025-06,2025-06-30T00:00:00
